Father_node,Child_node,语义关系,发言类型(Child_node)
33   妈妈 肺 腺癌 晚期 开帖 妈妈 携手 并进,身体 医院 建议 化疗 19 突变 靶向 脑转 淋巴 转 治疗 情况 准许 做 骨 扫 心中有数 想先 瞒 化疗 瞒不住 靶向,0,1
吃药 时间 调整 上午 下午 点先 改善 睡眠 试试,海南 医疗 外 水平 有限 微波 老公 不想 到处跑 体质 瘦 剩下 83 斤 身高 1.67 谢谢 前辈 帮忙 主义,2,2
28   爸爸 80 岁 体检 肺癌 放弃 治疗,中医中药 三联 平衡 疗法 因其 毒副作用 疗效 稳定 高龄 体质 虚弱 癌症 患者 适合,0,1
86   老公 31 岁 肺 腺癌 四期,有脑 转 试试 特罗 凯 好些,0,1
量 太大 拉多 消瘦,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
靶向     盲式,zwcxkboy 建议 盲试 特罗 凯 建议 特 盲试 路 走,1,2
肺部 炎症 找 呼吸科 大夫 治疗 找 肿瘤科 大夫,认同 观点 家人 说 反复 提醒 身边 父母 最终 找 肿瘤 医生,1,2
标志物 建议 测 cea   cy211 参考 http www yuaigongwu com forum     amp dsign e0b1a4c4 这篇 帖子 我家 这两项 敏感,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
妈妈 甲沟炎 二个 脚 大拇指 厉害 消炎药,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
妈 我会 医院 疼痛 科 骨转 疼痛,CEA 症状 凯美纳 估计 无效 换易瑞沙 类似 减量 药性 差异 效果 到哪去,1,2
老公 年轻 右支 癌栓 试试 肝移植,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
耐药 化疗 少部分 患者 化疗 靶向 药 概率 事情 做好,"肺腺 鳞癌 混合型 经济 条件 不好 建议 正版 七八万 难 承受 后续 治疗 
 加 QQ 群 推荐 鉴别 群 朋友 乐于助人",3,3
肝 转 肺 多发 转移 医生 说 局部 治疗 建议 建议 系统 化疗,医生 说 建议 肺部 放疗 肺部 放疗 病人 承受,2,2
贵 北京 肿瘤医院 检测 总共 500 元,"办法 做 检查 
 我妈 做 检查 年纪 太大 84 岁 盲试 不错 喝水 呛 没事 手 不抖",1,2
感觉 近小 半年 治疗 太 频繁 肝脏 好好 修复 过度 治疗 肝损 赶紧 住院 保肝 先 肝功能 太糟 办法 治疗,停止 肝癌 治疗 包括 多吉 美,1,2
增加 降压药 天 时间 血压 稍降 吃 特罗 凯,谢谢您 父亲 月 日 做 消融 好多 痛 谢谢您,3,3
化疗 先 手术 标本 做 化疗 药敏 检测,"关键 那位 病友 接受 内分泌 治疗 转移 病灶 ER 表达 
 接受 内分泌 治疗 ER 强 阳性 去势 效果",3,3
淋巴 转移 建议 做 PETCT 确认 身体 部位 转移,手术 做 不用 急 做 PETCT 密切注意 肿瘤 指标 变化 找 一步 治疗 方向 关键,2,2
注射 绿脓杆菌 试剂 卡介苗 白介素 12 弄 不到 试试 蜂毒 疗法 三个 不好 弄 蜂毒 疗法 效果 保证 肯定 你家 肿瘤 坏死 因子 导致 病情 失控,配合 静滴 香菇 多糖 腋窝 皮下注射 卡介菌 多糖 核酸 注射液 有望 增强 免疫 增效 副作用 发烧 高烧 发烧 布洛芬 同类 药 退烧,3,3
化疗   联合 V 靶点 靶向 作用,爸爸 化疗 身体 太弱 中药 消水 效果,2,2
化疗 周期 培美 联合 铂 特罗 凯,你家 脑转 特罗 凯 有个 血脑屏障 易瑞沙 耐药 特罗 凯是 效果 合适 化疗 抗肿瘤 治疗 去除 体内 耐药 因子,1,2
你家 缓慢 耐药 时间 久 估计 体内 积累 耐药 因子 做 耐药 突变 检测 病理 不好 取 做个 外周血 检测 国内 医院 做 T790M 9291 4002 EGFR CMET 184 盲试 也许 9291 184 试试 抑制 T790M 抑制 CMET 覆盖 百分之六七 十 耐药 情况 建议 仅供参考,希望 ct 稳定 cea 翻 好几倍 佩服 楼主 淡定 建议 及早 做出 换药 瞒 大夫 赠药 领 群里 干,1,2
全程 中药 全程 骗钱 停掉 中药 中成药 伤肝 伤肾,猜测 楼主 家 选择 中医医院 化疗 建议 调理 身体 中医医院 治疗 肿瘤 误事,1,2
"cea 敏感 影像 检查 
 野生型 靶向",肿瘤 进展 期 突变 贸然 靶向,2,0
肝 转 肺 多发 转移 医生 说 局部 治疗 建议 建议 系统 化疗,肺部 转移 瘤 问过 医生 建议 全身 化疗 一部分 化疗 受益 建议 控制 原发灶,2,2
一点 看法 供参考 特用 太久 耐药 先 9291 100MG 强度 相当于 特 消除 T790 突变 耐药 9291 INC280   克服 790 CMET 耐药,我家 吃 特罗 凯 耐药 2992 月 无效 改用 9291 效果 精神 食欲 试一下,1,2
建议 先试     特罗 凯 入脑     20 天查 CEA,盲试 特罗 凯 检查 CT 影像 检查 CEA 敏感 肿瘤 指标 检查 判断 特罗 凯 效果,3,3
01   我愿用 幸运 换 生命 延长 ----- 父亲 肺 鳞癌 骨转移,标本兼治   疼痛 放疗 效果 理想   先 止痛     奥施 康定   +- 西乐 葆   +- 卡马西平     放疗 骨髓 抑制 重   父亲 未必 承受       化疗 可用 吉西 他宾 铂 类   培美曲 塞     靶向 药物 尝试     带齐 资料 咨询 三甲 医院 肿瘤科,0,1
4002 心脏 毒性 较大 吃 辅酶 Q10 吃 左卡尼汀 口服液 我妈 采用 4002 联易 感觉 心脏 舒服 服用 左卡尼汀 改善,84 CMET 靶点 V 靶点 ROS1 作用 9291 联合 184 作用 副作用 耐受 吃 你家 吃 184 心肌 受损 靶向 药 服用 保护 心脏 药 受损 辅酶 Q10 控制 住 心肌 受损,1,2
建议 穿刺 活检 做 基因 检测 针对性 靶向 药 控制,建议 吃 靶向 药 病人 遭罪 化疗 做 折腾,1,2
楼主 确认 吃 易 买 参加 试验 组 19 点 突变 易 好像 效果 参加 试验 组 一组 服用 安慰剂 病人 医院 赶紧 退出 改吃 特罗 凯 特 EGFR 检测,塞来 昔布 200MG 参考 深蓝 帖子 局部 止痛,3,3
化疗 身体 好好 恢复,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
CEA 涨 个点 耐药 判断 毫无疑义 CEA 大幅度 变化 参考价值 个位数 几个 点 变化 担心 情况 吃 很久很久 安心 吃易,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
猜测 楼主 家 选择 中医医院 化疗 建议 调理 身体 中医医院 治疗 肿瘤 误事,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
常试 靶向 药 BRAF   B600E 可买 非 正版 威 扩菲尼 dabrafinib MEK162 买 放疗,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
点 靶向 药 鼓励 父亲 倔 脾气 慢慢来 家属 信心 加油,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
天 评估 疗效 化疗 无效 赶紧 靶向 药,肺部 感染 确实 当成 肿瘤 优先 我家 感染 导致 病情 急转直下 病危 抗感染 咳嗽 痰 消失 疼痛 减轻,1,2
病灶 增加 很大 2992 4002 肯定 不入 脑 生命攸关 之际 肯定 9291,分人 我妈 2992 入脑 服 阿法 替尼 两天 时间 记忆 胡言乱语 稍微 清醒 认 做 全脑放,2,2
甲沟炎 双氧水 冲洗 碘伏 泡 20 分钟,甲沟炎 我前 几天   Belinda 帖子 憨叔 妙方   先锋 磨粉 调 成 糨糊 状 涂抹   倒 奇迹 老爸 甲沟炎 给治好 试试 祝 妈妈 康复,1,2
基因 检测 阴性 靶向 成功 要试 灰心 试到 有用 赚 化疗 太 痛苦 化疗 几次 走 靶向 化疗 身体,化疗 无效 两个 周期 CT 效果,3,3
我妈 肺腺易 瑞沙 月 耐药 184 76 毫克 40 天 右手 小指 麻木 求助,婆婆 特 耐药 2992 无效 9291,0,1
禁绝 中药 中成药 补药 偏方 保健品,试下 美施 康定 吗啡 作用 妈妈 当初 痛 厉害 时 就让 睡 前 吃 一颗,3,2
2992 影响 血压 担心 肿瘤 发展 把量 加到 70 毫克 老马 病人 身体 情况 低 CEA 建议 60 毫克 药 建议 近期 肿瘤 拼命 治疗 解决 心血管 若能 解决 减轻 程度 抗肿瘤 本钱 提升 肿瘤 发展 陷入 用药 僵局,父亲 一月 胸水 厉害 易瑞沙 吃 一个半月 水才 消了,3,3
建议 重点 关注 CA15 指标 CA15 乳腺 位置 肺部 CA15 肺部 CEA 敏感 妈妈 CEA 肺部 滞后 CA15,谢谢 阿梁 帮 我家 详细分析 非常感谢 我会 VEGFR 类 靶向 药 关注 CA15 指标,1,2
克药 犹豫,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
质子 治疗 辐射 最小 放疗 方式 重离子 优于 质子 局部 治疗 方式 国内 在建 重离子 治疗 中心 费用 高 日本 高 德国 费用 估计 地方 费用 差距 日本 德国 早 经验 国内 德国 海德堡 重离子 治疗 中心 先进 优势 有个 旋转 头,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
86   31 岁 老公 查出 肝癌 晚期 挺 大肚子 六神无主,肝功 复查 升高 介入 吃水 飞 即可,0,1
13   父亲 肾癌 脑转 骨转 .... 服用 多吉 美,吃 印度 版 多吉 美 一周 暂时 副作用 没见 显现 多吉 美起 作用 周 不吃 止痛药 疼 动 地方 疼 184 找到 寄送 途中 吃 多吉 美 一周 纠结 下要 先 吃 半量 184 联合 用药 同志 尝试 方法,0,1
感觉 做个 影像学 检查 确认 效果 有时候 AFP 干扰 因素,医生 说 建议 肺部 放疗 肺部 放疗 病人 承受,2,2
184 副作用 导致 血栓,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
97   肺癌 脑 转移 印度 易瑞沙 10 月,我家 全脑放 结束 上易 你家 放疗 有空 窗 10 月 耐药 脑转 症状 建议 299804 2992 入脑率 不高,0,1
我家 egfr 野生 alik 阴性 盲试 特 无效 盲试 克 月,暂时 换特 比易 药效 强 倍,1,2
先 尝试 9291,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
腺癌 吃 靶向 药 效果,突变 吃 靶向 药 化疗 用培美 副作用 病人 耐受,3,3
01   pd1 失败 急寻 靶向 药 救命 盼 憨 叔 好梦成 真 指导,恩度 有钱 选 阿瓦斯 汀,0,1
家 情况 雷同 易瑞沙 月 月 骨痛 感觉 易瑞沙 威力 易瑞沙 280,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
易瑞沙 月 耐药 后脑 转 爸爸 2017 年 月 仙逝 低价 转 台湾 2992 阿法 替尼 一瓶,去年 月 发现 脑转 放疗 特罗 凯 效果 行 比较稳定,0,1
吃 靶向 药 控制 多吉 美 不行 索坦 瑞格 非尼,吃 靶向 药 Ｃ Ｔ 效果 单看 Ｆ Ｐ Ｄ Ｆ 变化 误导 影响 为准,3,3
做 肺癌 类型 远端 转移 接受 化疗 EGFR 检测 靶向 你家 情况 忙 吃 太 危险 耽误时间 懂,你家 症状 脑 转移 癫痫 失神 发作 检查 脑部,1,2
63   求助   爸爸 肺癌 转移   现 压迫 气管   呼吸困难,先试 阿西 替尼 特罗 凯 要试 基因 突变,0,1
头疼 重视 做 脑部 核磁共振 排除 脑转 拖 脑转 对策,腹泻 用腹 可安 试试,3,3
86   老公 31 岁 肺 腺癌 四期,"吃易 有没有 做过 肿瘤 标志物 检查 CEA 参照物 吃易 长时间 胸闷 咳嗽 感觉 有没有 好转 
 定期检查 肿瘤 标志物 前 两次 检查 几项 变化 检查 几项 参考",0,1
10   老公 离世 转 余下 药物 赠送,"前辈 帮忙 主义 
             2014 年 月 肺部 转移 多发 一年多来 增大 1.1 cm 胸膜 肿瘤 胸膜 肿瘤 侵犯 肋骨 骨 扫描 显示 左侧 前 肋 左侧 10 肋 局限性 放射性 浓聚 灶 叩 痛点 片状 拉扯 痛和压 麻痛 
           2014 年 12 月 转移 肝部 发现 时 1.0 cm 多个 结节 一年多来 发展 2015 年 10 月 1.8 cmx2.0 cm 大小 1.0 cm 密度 降低 原发灶 左 隔 脾 之间 
           治疗 方案 
 骨转 打骨 转针 肋骨 放疗 医生 建议 直线 加速器 做 医生 建议 做 
 肺部 想 肺部 发展 不快 暂时 
 肝部 海口 有射 波刀 5cm 内均 想 肝部 肿瘤 发展 挑 2cm 做 降低 癌 负荷 肝部 做射波 刀 后果",0,1
抽 胸水后 胸腔 需 灌注 顺铂 白介素,方法 冬瓜皮 冬瓜 籽 蚕豆   煮水,1,2
25   求助 帖   老公 肺 腺癌 晚期 疼痛 厉害 易瑞沙 耐药 求 论坛 高 指点 万分 感谢,"病友 意见 几个 因素       
           病友 身体 状态   疾病 进展 程度   轻重缓急 
             检查   药物 受益 情况 风险 
             检测 做   建议 数据 经验   给出 概率",0,1
91   肝癌 多发 肺 转骨转 多吉 美 阿西 无效 甲胎 一个月 涨 万多 大于 12 万 放疗 骨头,肿瘤 生长 速度 局部 治疗 处理速度 刺激 肿瘤 进展 越 局部 治疗 停下来 吃 靶向 药 控制 住 全身 进展 多吉 美 无效 选择 索坦,0,1
68   妈妈 情况危急 请 帮忙 主意 谢谢,ap26113 入脑 效果 楼主 299804 服用 时间 多长 缓解 缓解 迹象 群里 有人 药 脑 转移 灶 吃掉 放弃 药,0,1
病友 第一次 做 乳腺癌 手术 检查 ER ++ PR ++ C erbB   医生 说 不用 内分泌 治疗 放 化疗 莫西芬 一年 复查 转移 肝 病灶 做 穿刺 检查 化疗 没用 做 去势 治疗,"关键 那位 病友 接受 内分泌 治疗 转移 病灶 ER 表达 
 接受 内分泌 治疗 ER 强 阳性 去势 效果",3,3
方法 鲫鱼 赤豆   熬汤,父亲 一月 胸水 厉害 易瑞沙 吃 一个半月 水才 消了,3,3
楼 老马 提供 意见 论坛 超级 大佬,谷维素 维生素 B12 两天,3,2
我家 2992 你家 尝试,楼主 爸爸 试试 2992 医生 推荐 爸爸 2992 临床 报告,1,2
多泡 论坛 帖子,好好   读帖 靶点 病情 做个,1,2
19   易 月 耐药 --- 9291 显效 --- 91 耐药 化疗,肺癌 细胞 是非 细胞 肺癌 腺癌 鳞癌 建议 做 病理 分析 类型 明白 吃 靶向 建议 做 EGFR 检测 突变 靶向 药 治疗 首选 易瑞沙 特罗 凯 EGFR 检测 野生型 首选 特罗 凯 第三 EGFR 检测 盲试 女性 抽烟 首选 易瑞沙 男性 抽烟 首选 特罗 凯,0,1
91   肝癌 多发 肺 转骨转 多吉 美 阿西 无效 甲胎 一个月 涨 万多 大于 12 万 放疗 骨头,靶向 药 轮流 吃 局部 治疗 一万次 一万次 失败 肝癌 全身 血里 组织 里 肝脏 里 药物 降 AFP 唯一 可行 路 很难 希望,0,1
易瑞沙,基因突变 特罗 凯,1,2
73   乳腺癌 年 转移 肝 骨 纵膈 双侧 肺门 淋巴 多发 转移 治疗 中,进展 压制 经济 条件 紫杉醇 希罗 达 赫赛 汀 医生 同意 用赫赛 汀 HER2 2992 赫赛 汀,0,1
18   妈妈 肺 腺癌 年 手术 化疗 放疗 易瑞沙 阿法 替尼 +...,消炎 尝试       改为 天 120 140 天 100 循环 联合 184   51MG,0,1
"  
 放疗 条件 伽马刀 射波刀 疗效 副作用 少 先 家人 商量 家人 说 有时候 父母 年纪 知识 接收 难以 判断 稍微 懂 亲戚 朋友 帮忙","  
 脑部 多发 转移 适合 手术 爸爸 沟通",2,2
父亲 egfr ALK 阴性 盲吃 特罗 凯 第一个 月 指标 空窗 CEA 下降 CA125,测 免疫 化组 ALK C MET HER VEGF EGFR ALK C MET 号 用克唑 替尼 XL184,3,2
求助 31 岁 化疗 次 好像 无效 求 治疗 方案,建议 先试     特罗 凯 入脑     20 天查 CEA,0,1
效果 真 3A 变 1B 手术 指证 如要 做 全程化 管理 外科 手术 完后 转 呼吸 内科 治疗 肺水肿 合并 双肺 感染 回家 修养 治,"关键 那位 病友 接受 内分泌 治疗 转移 病灶 ER 表达 
 接受 内分泌 治疗 ER 强 阳性 去势 效果",3,3
易 无效 用特 机率 很小 盲试 用易 克 阿西,化疗 化疗 效果 好转 靶向 女性 抽烟 上易 特,1,2
21   26 月 艰辛 抗癌 路 妈妈 安详 离开,"有没有 骨转 未 确诊 治疗 确诊 骨转 做 ECT 做 CT MR X光 透视 有骨转 骨 转 规范 治疗 腰椎 胸椎 骨 转 做 外科手术 骨 水泥 地方 骨 转 做 放疗 做不了 放疗 打唑来 磷酸 针 针 靶向 药 治疗 时加 半量 184 
 检查 跟上 有没有 低 白蛋白 有没有 电解质 紊乱 有没有 肝功 恶化 有没有 肺 感染 检 C 蛋白 有没有 血栓 检 D 二聚体 检查 纠正 盲目 吊针 有害无益 
 抗肿瘤 治疗 可用 阿西 替尼 毫克 X2 次 毫克 X2 次 天",0,1
谢谢 指点 听 名字 药膏 擦 头上 暂时 合适 头上 疹子 头发 药膏 疹子 结痂 药膏 头发 糊 结成 洗头 洗不掉 先 合适 药水 水剂 先 疹子 结痂 去掉 一步 药,"盐酸 吗啡 片 短效 药 小时 功效 奥施 康定 12 小时 长效 药               吗啡 服用 剂量 
 身体 状况不佳 化疗 尝试 半月 9291 疼痛 加剧 服用 参考 联合 用药 希望 疗效",2,2
治疗 咳嗽 控制 肿瘤,解决 靶向 药,1,2
化疗 伤 身体 靶向 一线 治疗 中国 医生 习惯 使然 利益驱动,同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
妈妈 做 EGFR ALK 阴性 医生 做 ROS1 阳性 用克,感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
ALK 走 路 并不多 一步 小心,同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
肿标 转移 考虑一下 伽玛刀 或用 胸腔镜 医生 评估 身体 情况 取 病理 情况 不知 病灶 类型,精放 选择 射波 伽玛 楼主 问 这方面 专家,1,2
"家 江西 县城 发现 县 医院 转 住院 江西省 肿瘤医院 我爸 陪 我要 上班 请 几次 假 领导 不悦 
 化疗 多西 他赛 培美曲 塞 顺铂 卡 铂 效果 不佳 
 医生 说 做不了 基因 检测 上海 做 想 请假 好歹 问 点 
 医生 说 盲吃 论坛 药 太 盲目",感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
身体 耐受 建议 放疗 单个 病灶 做 定向 放疗 效果 不错,全脑放 吃 靶向 药 AZD9291,1,2
妈妈 锁骨 淋巴 转 穿刺 做 基因 检测 21 突变 易中 稳定,父亲 一月 胸水 厉害 易瑞沙 吃 一个半月 水才 消了,3,3
你家 2992   足量   4002   足量 控制 住 月 效果 来得快 耐 一步 建议 联合 用药 一点 希望 你家 治疗 过程 详细 一点 脑膜 转 发现 控制 2992 4002 效果 变差 稳定 发展 阿西 没试 试一试 阿西 反弹 风险,双氧水 冲洗 0.9% 生理盐水 冲洗 碘伏 浸泡 20 分钟 涂头 孢粉 百多 邦 建议 拔 指甲 怕疼 月 重 拔 指甲 办法,3,3
