Father_node,Child_node,语义关系,发言类型(Child_node)
91 肝癌多发肺转骨转，多吉美阿西无效，甲胎一个月涨6万多，已大于12万1，准备放疗骨头,赶快准备7、8种靶向药轮流吃吧，否则你局部治疗一万次也一万次“失败”，你的肝癌在全身的血里和组织里，而不是只在肝脏里。用药物降AFP是目前唯一可行的路，虽然很难，但存在希望,0,1
准备易瑞沙,如果是基因突变的，可以马上用特罗凯,1,2
73 乳腺癌2年后转移肝、骨、纵膈及双侧肺门淋巴多发转移治疗进行中......,由于现在进展，要尽快压制，经济上有条件就紫杉醇+希罗达+赫赛汀。当然医生可能不同意用赫赛汀，因为HER2只有一个+，那你可以用2992代替赫赛汀。,0,1
18 妈妈肺腺癌4年多，手术+化疗+放疗+易瑞沙+阿法替尼+...,消炎。尝试9 2 9 1改为2天120-140，6天100循环。另外联合184 51MG。,0,1
"下 
放疗如果有条件上伽马刀甚至射波刀，疗效会比较好副作用也少。先和家人商量下吧，要把你知道的也和家人说，有时候父母年纪大了知识接收没那么快，可能难以判断，最好有些稍微懂一些的亲戚或朋友帮忙。","下 
脑部多发转移，不适合手术了，继续和爸爸沟通！",2,2
我父亲也是egfr和ALK阴性。盲吃特罗凯，第一个月指标上升，空窗后CEA下降，CA125上升。,"可以考虑测以下5个免疫化组：ALK,C-MET,HER-2,VEGF,EGFR，如果ALK或C-MET有+号，就可以用克唑替尼或XL184",3,2
求助~~本人31岁，化疗8次好像无效了，求治疗方案,建议先试  特罗凯（入脑）  20天查CEA,0,1
效果真好，3A变1B了，的确是有手术指证了，如要做注意全程化管理，外科是切了就不管了的，手术完后立即转呼吸内科，治疗肺水肿合并双肺感染，回家修养是治不了这些的,"关键是你那位病友之前有没接受过内分泌治疗，转移病灶ER表达是怎样的。
如果之前没有接受过内分泌治疗，而且ER强阳性，那么去势的效果就很好。",3,3
易无效用特有效机率很小。盲试一般用易，克，阿西。,既然已经开始化疗了还是看化疗的效果，如果不好转靶向的话我觉得女性不抽烟上易跟特都可以的,1,2
21 26个月艰辛的抗癌路，妈妈安详离开了,"连有没有骨转都未确诊，又怎么治疗？确诊骨转不是做ECT，而是做CT，或MR，或X光透视。如果有骨转，就按骨转规范治疗，腰椎胸椎的骨转做外科手术“骨水泥”，其他地方的骨转做放疗，做不了放疗的打唑来磷酸针，打不了针的，才靶向药治疗时加半量184。
其他检查要跟上，有没有低白蛋白、有没有电解质紊乱、有没有肝功恶化、有没有肺感染(检C反应蛋白)、有没有血栓(检D-二聚体)……都要一一检查，并加以纠正。盲目吊针有害无益。
抗肿瘤治疗可用阿西替尼，5毫克X2次或4毫克X2次/天。",0,1
谢谢指点，不过听名字这应该是个药膏，恐怕擦在头上暂时不合适，因为，头上的疹子，是和头发在一起的，用药膏会把疹子的结痂、药膏和头发都糊在一起，结成一片洗头都洗不掉。应该先用合适的药水或者水剂先把疹子或者结痂去掉，再考虑下一步的其他药。,"“盐酸吗啡片”吗？这个是短效药，只有4小时功效！奥施康定是12小时长效药!       吗啡服用剂量现在多少？
身体状况不佳，不要继续化疗~可以坚持尝试半月9291~若疼痛不再加剧，也继续坚持服用~或参考联合用药！希望有较好的疗效！坚持~~~",2,2
治疗这样的咳嗽的根本还是控制肿瘤,最好还是从根本解决，靶向药,1,2
化疗还是伤身体，靶向现在都一线治疗了，中国的医生有些是习惯使然，有些是利益驱动，唉,十分同意，我妈妈也是21突变，化疗效果不错但要是化疗不能耐受者，可以上靶向药不用犹豫,1,2
我妈妈做的EGFR、ALK都是阴性，医生又让做了一个ROS1，如果是阳性的还可以用克,感觉你家药换的比较频繁，可能是心急的原因吧，觉得还是吃到一定时间再判定有效无效，有时候刚吃几天，可能有别的原因导致吃的这几天状态不好，会导致你认为药无效。,1,2
ALK+可走的路并不多，每一步必须小心呀,十分同意，我妈妈也是21突变，化疗效果不错但要是化疗不能耐受者，可以上靶向药不用犹豫,1,2
肿标怎么样？如果现在没有转移，是可以考虑一下伽玛刀或用胸腔镜，这个需要医生的评估身体的情况，现在没有取病理的情况下，还不知到病灶的类型！,如果精放，比如选择射波或伽玛，楼主需要问这方面的专家,1,2
"家在江西一县城，发现后从县医院转了，住院在江西省肿瘤医院（我爸陪，我要上班，请了几次假，领导不悦了）。
化疗目前用了多西他赛，培美曲塞，顺铂，卡铂，效果不佳。
医生说他这里做不了基因检测，叫我们去上海做，我想，请假去一次也不容易呀，好歹问清楚点再行动。
医生说叫我们盲吃，我看论坛药这么多，那也太盲目了吧。",感觉你家药换的比较频繁，可能是心急的原因吧，觉得还是吃到一定时间再判定有效无效，有时候刚吃几天，可能有别的原因导致吃的这几天状态不好，会导致你认为药无效。,1,2
如果身体耐受，建议放疗，单个病灶做定向放疗效果不错的,据我所知，尽量不要全脑放，要继续吃靶向药，AZD9291,1,2
我妈妈也是锁骨上淋巴转，通过穿刺做了基因检测，21突变了，现在易中，很稳定,我父亲今年一月胸水也很厉害，易瑞沙吃了一个半月水才消了,3,3
你家2992 足量 4002 足量，都不能控制住，3个月效果来得快，耐的也快。下一步建议还是联合用药保险一点。希望你家的治疗过程能详细一点。比如脑膜转发现的时候是怎么控制的？2992+4002效果变差是稳定还是发展？阿西没试过的话，可以试一试，但是阿西后面要准备好可能反弹的风险。,双氧水冲洗后再用0.9%生理盐水冲洗。碘伏浸泡20分钟后可以涂头孢粉，或者百多邦，我们都用了，当时也建议拔指甲，因为怕疼，就这样用1个月也好了，不过很重的话拔指甲是最好的办法。,3,3
27 一个月病情爆发式进展，多量胸水，基因未突变，急求高手指点！,易无效用特有效机率很小。盲试一般用易，克，阿西。,0,1
"12 易瑞沙，特罗凯，2992+4002,299804，易+120，特+4002.....现2921单药中....",你家2992 足量 4002 足量，都不能控制住，3个月效果来得快，耐的也快。下一步建议还是联合用药保险一点。希望你家的治疗过程能详细一点。比如脑膜转发现的时候是怎么控制的？2992+4002效果变差是稳定还是发展？阿西没试过的话，可以试一试，但是阿西后面要准备好可能反弹的风险。,0,1
谢谢草船！第一次发帖的是我儿子。我不太会电脑，打个字都要老半天，而儿子不在身边。我是19和21突变。15天前的CT是胸部没问题，锁骨上淋巴没照出来，因这是用于易赠药的。我的CEA比较敏感，每次出问题都是逐渐上升，服易时从23降到1.多，再多3.多，5.多，8.多，换2992时是19.02，今天是17.81。2992的量是75MG。只是装药时感觉上了潮，筛子上有点结晶，不知会不会影响疗效。我要不要加到80MG?麻烦了。,对，吃够1个月再做检查。,1,2
易瑞沙耐药的有点快。我要是楼主的话，上2992吧。,992看看打击Her2靶点的效果。,3,2
27 一个月病情爆发式进展，多量胸水，基因未突变，急求高手指点！,"叶子，现在才看到你发帖了。既然化疗了就看化疗效果，培美如果有效的话，不要轻易换药，单药培美比特罗凯和克唑替尼的副作用都小！！如果化疗实在不能耐受，问问医生把顺铂撤掉，单药培美！！（盲试也是有代价的，我们盲试无效，指标都是翻倍，还有新病灶）。CA125的话，据草根报告，刚开始用药有效，ca细胞溶解也会导致局部指标短期增高。
还有口腔溃疡什么的估计是放疗的后遗症，放疗的副作用是滞后的，这几个月还是要关注一下放疗的副作用
另外，可以把二次后评估的报告，以及基因检测报告拿去给肺科医院找周彩存看看，问一下靶向还有什么希望吗，化疗的话以后怎么走，现在最需要关注的是哪些部位。他周二的普通门诊提前两周就能约上，着急就周一特需",0,1
楼主还是要考虑化疗，如果双药副作用大，是不是可以考虑培美单药，或者尝试下VEGFR的抗血管生成药。,阿法替尼就是比易瑞沙多一个HER2靶点，以及对易瑞沙耐药产生的T790M突变有一些作用。化疗估计更好一些。,1,2
目前爸爸在手术中，上午医生谈话时建议术后4次化疗！目前在论坛疯狂学习中！,十分同意，我妈妈也是21突变，化疗效果不错但要是化疗不能耐受者，可以上靶向药不用犹豫,1,2
04 母亲肺腺癌21突变，坚持两年，抗癌结束，愿天堂再无病痛。,如果本来就有血栓为什么不考虑用280？,0,1
全身检查确定只有肺部的话，确实可以考虑手术，身边病友很多切除整片肺的，生活状态依然不错。能手术的还是首选，降低癌负载，然后积极治疗。,能手术尽量手术、不要认为个别原因就放弃手术机会、抗癌路上不能后悔、做了有可能不理想、不做又后悔、多看看别的的治疗经验、结合自己的病情、治定合适的方案、希望你成功,1,2
91 肝癌多发肺转骨转，多吉美阿西无效，甲胎一个月涨6万多，已大于12万1，准备放疗骨头,但是你的血小板太低了，可以试试阿西，阿帕，184。。。最好同时多备几种药，缩短验血时间，直到找到有效的药为止。,0,1
怀疑脑转就MRI，骨转就骨扫,"cea指标是因人而异的,看到过高到上万,也有人没超标但全身已转移了",3,3
我家也是吃易耐药，骨脑转。昨天上9291联易期待有效,不是说9291基本是4002加特吗？不过myheaven你说的也对，毒副作用小些，我觉得我妈这两天脸色有点发黄，不会是4002加易的副作用吧？,1,2
指标下降的话接下去尝试凡德。,不是说9291基本是4002加特吗？不过myheaven你说的也对，毒副作用小些，我觉得我妈这两天脸色有点发黄，不会是4002加易的副作用吧？,1,2
手术后为何不直接用上克？,我也在学习中，不敢乱说，只是从病理科那里的医生处知道，ALK阳性吃克的效果好。祝福！,1,2
07 父亲是我人生最大的一棵树（骨转肝转，不适合手术放化疗盲试易瑞沙）(：；结束时间：；：89；有效回复数：11；问题类型:建议型),穿刺容易加速扩散,0,1
57 求助！急急急！肝癌肺转，多吉美服三月无效，肺部已有5公分，接下来怎么用药，附报告,我觉得是因为你在服用多吉美的时候用了中药，这样会降低多吉美的疗效，憨叔的帖子里有提到,0,1
你可以选择买赠特啊~~   价格便宜很多很多很多,大约150元一粒啊   你不在论坛的群里么   群里有人转吧,3,2
介入的效果关键就是看能不能找到为肿瘤供血的血管，如果医生有把握可以试一下，效果取决于肿瘤血供情况和医生的水平。,同时再考虑介入手术,1,2
